UserID,ProductID,Rating,ReviewCount,Category,Brand,Name,Price,ImageURL,Description,Tags
81.0,84.0,4.2,123,"health, keto, diet, keto, supplements, keto, supplements",bpi sports,bpi health keto bomb ketogenic creamer powder caramel macchiato 165 oz 18 servings,524,https://i5.walmartimages.com/asr/c7833894-2c95-448e-ab3e-4752fac24895_1.581cbf66e727bc454a523db8a4618a3c.jpeg,keto bomb delicious creamer designed looking enhance weight loss performance keto bomb designed following ketogenic low carb diet looking accelerate fat burning simply add scoop favorite coffee tea support weight loss burn fat fuel utilizing blend electrolytes mcts good fats keto bomb designed fuel body brain delicious flavors like french vanilla latte caramel macchiato zero sugars keto bomb help boost energy blast fat support weight loss burn fat fuel essential fats,"health, keto, diet, keto, supplements, keto, supplements, bpi, sports, keto, bomb, delicious, creamer, designed, looking, enhance, weight, loss, performance, keto, bomb, designed, following, ketogenic, low, carb, diet, looking, accelerate, fat, burning, simply, add, scoop, favorite, coffee, tea, support, weight, loss, burn, fat, fuel, utilizing, blend, electrolytes, mcts, good, fats, keto, bomb, designed, fuel, body, brain, delicious, flavors, like, french, vanilla, latte, caramel, macchiato, zero, sugars, keto, bomb, help, boost, energy, blast, fat, support, weight, loss, burn, fat, fuel, essential, fats"
10.0,7.0,4.6,9593,"beauty, makeup, nails",essie,essie gel couture 2step longwear nail polish lace me up pink nude nail polish 046 fl oz,543,https://i5.walmartimages.com/asr/7baf35d7-f335-47ed-bb97-29a23065a2e0.73661841ab62eb5396b1e8ac0996dda2.jpeg,essie gel couture 2 step longwear nail polish lace pink nude nail polish fl oz,"beauty, makeup, nails, essie, essie, gel, couture, 2, step, longwear, nail, polish, lace, pink, nude, nail, polish, fl, oz"
1.0,7.0,4.5,32,"personal, care, oral, care, toothbrushes, electric, toothbrushes, oral, b, electric, toothbrushes",oral b,oralb electric toothbrush battery powered gum care various colors,557,https://i5.walmartimages.com/asr/b0f0cddc-4b3a-42db-adb7-6ef3df50dcc6_1.da4d4a2a0c51750d69077f364dfb7b66.jpeg,oral b pro gum care reusable battery toothbrush soft bristles gently sweep away plaque features battery powered action criss cross bristles great cleaning comfort grip handle ergonomically designed package includes 1 aa battery compatible oral b complete action 3d white replacement brush heads trust brand dentists use worldwide oral oral b battery powered toothbrush gum care 1 count colors vary soft bristles gently sweep away plaque criss cross bristles gentle thorough cleaning comfort grip handle ergonomically designed brush heads replaced 3 months best results trust brand dentists use worldwide oral b,"personal, care, oral, care, toothbrushes, electric, toothbrushes, oral, b, electric, toothbrushes, oral, b, oral, b, pro, gum, care, reusable, battery, toothbrush, soft, bristles, gently, sweep, away, plaque, features, battery, powered, action, criss, cross, bristles, great, cleaning, comfort, grip, handle, ergonomically, designed, package, includes, 1, aa, battery, compatible, oral, b, complete, action, 3d, white, replacement, brush, heads, trust, brand, dentists, use, worldwide, oral, oral, b, battery, powered, toothbrush, gum, care, 1, count, colors, vary, soft, bristles, gently, sweep, away, plaque, criss, cross, bristles, gentle, thorough, cleaning, comfort, grip, handle, ergonomically, designed, brush, heads, replaced, 3, months, best, results, trust, brand, dentists, use, worldwide, oral, b"
7.0,3.0,3.0,1,"beauty, nail, care, nail, polish, nail, lacquer",china glaze,china glaze nail lacquer with hardeners lemon fizz 05 fl oz,558,https://i5.walmartimages.com/asr/10d4a3f7-3730-4dae-9432-ae09858b46b4_1.5f8fd26b583211f3379da5d077de81ca.jpeg,china glaze nail lacquer hardeners professional level nail polish offers wide variety amazing colors china glaze nail polish polymers resins desired long lasting result china glaze nail lacquer hardeners long lasting nail lacquer high gloss colors harden bottle thinner required chip,"beauty, nail, care, nail, polish, nail, lacquer, china, glaze, china, glaze, nail, lacquer, hardeners, professional, level, nail, polish, offers, wide, variety, amazing, colors, china, glaze, nail, polish, polymers, resins, desired, long, lasting, result, china, glaze, nail, lacquer, hardeners, long, lasting, nail, lacquer, high, gloss, colors, harden, bottle, thinner, required, chip"
33.0,9.0,4.9,20,"health, aromatherapy, aromatherapy",sky organics,usda organic castor oil by sky organics 16oz unrefined 100 pure hexanefree castor oil  moisturizing  healing for dry skin hair growth  for skin hair care eyelashes  caster oil 1 pack,567,https://i5.walmartimages.com/asr/526de365-372a-4312-b053-ee811acdf4c4_1.cea4162460b31f7aa840371ea92182c5.png,100 natural organic produced highest quality standards real castor oil sourced directly organic artisanal farmers india great skin hair rich vitamins fatty acids castor oil promotes better hair growth helps nourish hydrate skin suitable hair skin types organic chemical free substances sky organics castor oil perfect skin hair types free artificial additives wo nt cause allergies irritations cold pressed oil organic castor oil sky organics processed mechanically heat chemical substances like hexane way retains healing properties oil harmful additives ingredients gives amazing results natural healing properties sky organics castor oil incredible results taking care hair skin important maintaining healthy lifestyle skin hair proper nutrients need look beautiful outside feel great inside skin organics castor oil achieve stronger thicker hair softer healthier skin ve dreaming sky organics castor oil 100 organic pure ingredients derived seeds castor plant known palma christi plant sourced directly artisanal farmers india passing high quality standards ensure condition effectivity product castor oil known effective remedy treat prevent hair skin problems moisturizing nourishing properties help repair skin conditions like scars stretch marks acne sunburns warts ringworm athletes foot chronic itching promotes hair growth result longer thicker healthier hair eyelashes eyebrows sky organics castor oil cold pressed expeller method ideal oil extracting method oils seeds extracted use intense force squeezing motion considered traditional safe efficient method manufacture involve use heat chemical substances like hexane toxic compound organic castor oil free additives preservatives ensuring product 100 natural safe use allergies sensitive skin hair truly organic castor oil heaven sent deal skin hair problems experience benefits mother nature offer sky organics 100 natural organic produced highest quality standards real castor oil sourced directly organic artisanal farmers india great skin hair rich vitamins fatty acids castor oil promotes better hair growth helps nourish hydrate skin suitable hair skin types organic chemical free substances sky organics castor oil perfect skin hair types free artificial additives wo nt cause allergies irritations cold pressed oil organic castor oil sky organics processed mechanically heat chemical substances like hexane way retains healing properties oil harmful additives ingredients gives amazing results natural healing properties sky organics castor oil incredible results,"health, aromatherapy, aromatherapy, sky, organics, 100, natural, organic, produced, highest, quality, standards, real, castor, oil, sourced, directly, organic, artisanal, farmers, india, great, skin, hair, rich, vitamins, fatty, acids, castor, oil, promotes, better, hair, growth, helps, nourish, hydrate, skin, suitable, hair, skin, types, organic, chemical, free, substances, sky, organics, castor, oil, perfect, skin, hair, types, free, artificial, additives, wo, nt, cause, allergies, irritations, cold, pressed, oil, organic, castor, oil, sky, organics, processed, mechanically, heat, chemical, substances, like, hexane, way, retains, healing, properties, oil, harmful, additives, ingredients, gives, amazing, results, natural, healing, properties, sky, organics, castor, oil, incredible, results, taking, care, hair, skin, important, maintaining, healthy, lifestyle, skin, hair, proper, nutrients, need, look, beautiful, outside, feel, great, inside, skin, organics, castor, oil, achieve, stronger, thicker, hair, softer, healthier, skin, ve, dreaming, sky, organics, castor, oil, 100, organic, pure, ingredients, derived, seeds, castor, plant, known, palma, christi, plant, sourced, directly, artisanal, farmers, india, passing, high, quality, standards, ensure, condition, effectivity, product, castor, oil, known, effective, remedy, treat, prevent, hair, skin, problems, moisturizing, nourishing, properties, help, repair, skin, conditions, like, scars, stretch, marks, acne, sunburns, warts, ringworm, athletes, foot, chronic, itching, promotes, hair, growth, result, longer, thicker, healthier, hair, eyelashes, eyebrows, sky, organics, castor, oil, cold, pressed, expeller, method, ideal, oil, extracting, method, oils, seeds, extracted, use, intense, force, squeezing, motion, considered, traditional, safe, efficient, method, manufacture, involve, use, heat, chemical, substances, like, hexane, toxic, compound, organic, castor, oil, free, additives, preservatives, ensuring, product, 100, natural, safe, use, allergies, sensitive, skin, hair, truly, organic, castor, oil, heaven, sent, deal, skin, hair, problems, experience, benefits, mother, nature, offer, sky, organics, 100, natural, organic, produced, highest, quality, standards, real, castor, oil, sourced, directly, organic, artisanal, farmers, india, great, skin, hair, rich, vitamins, fatty, acids, castor, oil, promotes, better, hair, growth, helps, nourish, hydrate, skin, suitable, hair, skin, types, organic, chemical, free, substances, sky, organics, castor, oil, perfect, skin, hair, types, free, artificial, additives, wo, nt, cause, allergies, irritations, cold, pressed, oil, organic, castor, oil, sky, organics, processed, mechanically, heat, chemical, substances, like, hexane, way, retains, healing, properties, oil, harmful, additives, ingredients, gives, amazing, results, natural, healing, properties, sky, organics, castor, oil, incredible, results"
11.0,41.0,5.0,1,"gifts, registry, gift, ideas, gift, finder",pure essential oil works,pure essential oil works top 6 essential oil kit 33oz,576,https://i5.walmartimages.com/asr/986f6331-813c-40a1-b073-27379289a92d_1.3d31811e86e3e94c1fb60539cca82dc4.jpeg,pure essential oil works 6 collection features 6 best selling 100 pure natural paraben free therapeutic grade essential oils essential oils steam distilled feature euro style dropper aromatherapy diffuser including pure essential oil works diffusers heated candle flame diluted carrier oil use massage burned incense includes ounce bottle lavender peppermint eucalyptus tea tree lemongrass orange 6 collection lavender oil known soothing normalizing balancing relaxing virtues aroma floral ingredients 100 lavender essential oil peppermint oil known revitalizing invigorating cooling virtues aroma fresh strong mint ingredients 100 peppermint essential oil eucalyptus oil known revitalizing invigorating clarifying virtues aroma strong aromatic camphoraceous ingredients 100 eucalyptus essential oil tea tree oil known cleansing purifying renewing virtues aroma potent warm spicy ingredients 100 tea tree essential oil lemongrass oil known purifying stimulating cleansing virtues aroma strong lemon like ingredients 100 lemongrass essential oil orange oil known refreshing uplifting invigorating virtues aroma fresh sweet orange peel ingredients 100 orange essential oil 100 pure natural paraben free therapeutic grade essential oils steam distilled feature euro style dropper aromatherapy diffuser heated candle flame diluted carrier oil use massage burned incense ounces includes lavender peppermint eucalyptus tea tree lemongrass orange,"gifts, registry, gift, ideas, gift, finder, pure, essential, oil, works, pure, essential, oil, works, 6, collection, features, 6, best, selling, 100, pure, natural, paraben, free, therapeutic, grade, essential, oils, essential, oils, steam, distilled, feature, euro, style, dropper, aromatherapy, diffuser, including, pure, essential, oil, works, diffusers, heated, candle, flame, diluted, carrier, oil, use, massage, burned, incense, includes, ounce, bottle, lavender, peppermint, eucalyptus, tea, tree, lemongrass, orange, 6, collection, lavender, oil, known, soothing, normalizing, balancing, relaxing, virtues, aroma, floral, ingredients, 100, lavender, essential, oil, peppermint, oil, known, revitalizing, invigorating, cooling, virtues, aroma, fresh, strong, mint, ingredients, 100, peppermint, essential, oil, eucalyptus, oil, known, revitalizing, invigorating, clarifying, virtues, aroma, strong, aromatic, camphoraceous, ingredients, 100, eucalyptus, essential, oil, tea, tree, oil, known, cleansing, purifying, renewing, virtues, aroma, potent, warm, spicy, ingredients, 100, tea, tree, essential, oil, lemongrass, oil, known, purifying, stimulating, cleansing, virtues, aroma, strong, lemon, like, ingredients, 100, lemongrass, essential, oil, orange, oil, known, refreshing, uplifting, invigorating, virtues, aroma, fresh, sweet, orange, peel, ingredients, 100, orange, essential, oil, 100, pure, natural, paraben, free, therapeutic, grade, essential, oils, steam, distilled, feature, euro, style, dropper, aromatherapy, diffuser, heated, candle, flame, diluted, carrier, oil, use, massage, burned, incense, ounces, includes, lavender, peppermint, eucalyptus, tea, tree, lemongrass, orange"
7.0,32.0,4.2,480,"beauty, beauty, topic, mindful, beauty, mindful, beauty, cosmetics",revlon,revlon colorstay overtime lipcolor longwearing liquid lipstick with clear lip gloss with vitamin e in nude 540 unstoppable nude 08 oz,587,https://i5.walmartimages.com/asr/9ae9e843-563c-4882-a218-78a7964ac525_1.9db75c35a799ce3c92ddbb84eb16224c.jpeg,revlon colorstay overtime lipcolor dual ended long wearing lipstick s transfer proof kiss proof forget touch ups day night shiny lip color nt smudge rub conditions vitamin end smoothes long wearing colorstay liquid lipstick weve extra plush feels soft lips end loaded clear lip gloss acts coat slick look upgraded clear lip gloss contains ingredients including vitamin e comfort plus moisture chamomile soy extract ll color feels dry bleeds feathers available 30 lipstick colors ranging reds nudes browns pinks plums forget touch ups transfer proof kiss proof longwearing lipstick wo nt let color vibrant creamy formula stays 16 hours smudging end smoothes longwearing colorstay liquid lipstick weve extra plush feels soft lips end loaded clear lip gloss acts coat slick look upgraded clear lip gloss contains ingredients including vitamin e comfort plus moisture chamomile soy extract promise color feels dry bleeds feathers available 30 shiny kiss proof lipstick colors ranging reds nudes browns pinks plums item formulated sulfates parabens phthalates,"beauty, beauty, topic, mindful, beauty, mindful, beauty, cosmetics, revlon, revlon, colorstay, overtime, lipcolor, dual, ended, long, wearing, lipstick, s, transfer, proof, kiss, proof, forget, touch, ups, day, night, shiny, lip, color, nt, smudge, rub, conditions, vitamin, end, smoothes, long, wearing, colorstay, liquid, lipstick, weve, extra, plush, feels, soft, lips, end, loaded, clear, lip, gloss, acts, coat, slick, look, upgraded, clear, lip, gloss, contains, ingredients, including, vitamin, e, comfort, plus, moisture, chamomile, soy, extract, ll, color, feels, dry, bleeds, feathers, available, 30, lipstick, colors, ranging, reds, nudes, browns, pinks, plums, forget, touch, ups, transfer, proof, kiss, proof, longwearing, lipstick, wo, nt, let, color, vibrant, creamy, formula, stays, 16, hours, smudging, end, smoothes, longwearing, colorstay, liquid, lipstick, weve, extra, plush, feels, soft, lips, end, loaded, clear, lip, gloss, acts, coat, slick, look, upgraded, clear, lip, gloss, contains, ingredients, including, vitamin, e, comfort, plus, moisture, chamomile, soy, extract, promise, color, feels, dry, bleeds, feathers, available, 30, shiny, kiss, proof, lipstick, colors, ranging, reds, nudes, browns, pinks, plums, item, formulated, sulfates, parabens, phthalates"
1.0,58.0,4.7,22,"personal, care, bath, body, clean, living, body, wash",sheamoisture,shea moisture raw shea chamomile  argan oil baby eczema bar soap 5 oz pack of 6,591,https://i5.walmartimages.com/asr/99c8eafc-836b-40db-8d7d-4ad4555db22f_1.9be648411a98fdecfc5bc7d63ad08405.jpeg,pack 6 upc 764302901365 argan oil extracts frankincense myrrh certified organic ingredients story sofi tucker started selling shea nuts village market bonthe sierra leone 1912 age 19 widowed mother selling shea butter black soap homemade hair skin preparations countryside sofi tucker grandmother shea moisture legacy purchase help empower disadvantaged women realize brighter healthier future cruelty free shea butter deeply moisturizes heals dry skin high content fatty acids vitamins argan oil high vitamin e rare oil softens renews skin frankincense myrrh given gift beauty history precious extracts repair rejuvenate skin usa certified organic ingredients cruelty free shea butter deeply moisturizes heals dry skin high content fatty acids vitamins pack 6 upc 764302901365 argan oil extracts frankincense myrrh certified organic ingredients story sofi tucker started selling shea nuts village market bonthe sierra leone 1912 age 19 widowed mother selling shea butter black soap homemade hair skin preparations countryside sofi tucker grandmother shea moisture legacy purchase help empower disadvantaged women realize brighter healthier future cruelty free shea butter deeply moisturizes heals dry skin high content fatty acids vitamins argan oil high vitamin e rare oil softens renews skin frankincense myrrh given gift beauty history precious extracts repair rejuvenate skin usa certified organic ingredients cruelty free shea butter deeply moisturizes heals dry skin high content fatty acids vitamins,"personal, care, bath, body, clean, living, body, wash, sheamoisture, pack, 6, upc, 764302901365, argan, oil, extracts, frankincense, myrrh, certified, organic, ingredients, story, sofi, tucker, started, selling, shea, nuts, village, market, bonthe, sierra, leone, 1912, age, 19, widowed, mother, selling, shea, butter, black, soap, homemade, hair, skin, preparations, countryside, sofi, tucker, grandmother, shea, moisture, legacy, purchase, help, empower, disadvantaged, women, realize, brighter, healthier, future, cruelty, free, shea, butter, deeply, moisturizes, heals, dry, skin, high, content, fatty, acids, vitamins, argan, oil, high, vitamin, e, rare, oil, softens, renews, skin, frankincense, myrrh, given, gift, beauty, history, precious, extracts, repair, rejuvenate, skin, usa, certified, organic, ingredients, cruelty, free, shea, butter, deeply, moisturizes, heals, dry, skin, high, content, fatty, acids, vitamins, pack, 6, upc, 764302901365, argan, oil, extracts, frankincense, myrrh, certified, organic, ingredients, story, sofi, tucker, started, selling, shea, nuts, village, market, bonthe, sierra, leone, 1912, age, 19, widowed, mother, selling, shea, butter, black, soap, homemade, hair, skin, preparations, countryside, sofi, tucker, grandmother, shea, moisture, legacy, purchase, help, empower, disadvantaged, women, realize, brighter, healthier, future, cruelty, free, shea, butter, deeply, moisturizes, heals, dry, skin, high, content, fatty, acids, vitamins, argan, oil, high, vitamin, e, rare, oil, softens, renews, skin, frankincense, myrrh, given, gift, beauty, history, precious, extracts, repair, rejuvenate, skin, usa, certified, organic, ingredients, cruelty, free, shea, butter, deeply, moisturizes, heals, dry, skin, high, content, fatty, acids, vitamins"
60.0,36.0,4.6,316,"food, beverages, powdered, drink, mixes, kool, aid",kool aid,2 pack koolaid sugarfree orange liquid water enhancer caffeine free 162 fl oz,607,https://i5.walmartimages.com/asr/88e9a2ff-f9ba-4bf6-920d-767d9acdd2d4_2.6823f447228619b4d7cf2e6850c27240.jpeg,kool aid orange liquid drink mix delicious way stay hydrated liquid drink mix makes easy prepare tasty orange fruit drink squeeze orange drink concentrate glass bottle water ready enjoy refreshingly sweet orange flavor zero sugar zero calories citrus flavored fruit drink concentrate great choice family enjoy enjoy revitalizing sugar free fruit drink work home water bottle fluid ounce bottle kool aid orange liquid drink mix concentrate resealable convenient package fl oz bottle kool aid orange liquid drink mix kool aid orange liquid drink mix delicious way stay hydrated sugar free liquid drink mix makes easy prepare tasty orange fruit drink bursting refreshingly sweet citrus flavor contains zero sugar zero calories squeeze liquid drink mix glass water add bottle water packaged resealable container,"food, beverages, powdered, drink, mixes, kool, aid, kool, aid, kool, aid, orange, liquid, drink, mix, delicious, way, stay, hydrated, liquid, drink, mix, makes, easy, prepare, tasty, orange, fruit, drink, squeeze, orange, drink, concentrate, glass, bottle, water, ready, enjoy, refreshingly, sweet, orange, flavor, zero, sugar, zero, calories, citrus, flavored, fruit, drink, concentrate, great, choice, family, enjoy, enjoy, revitalizing, sugar, free, fruit, drink, work, home, water, bottle, fluid, ounce, bottle, kool, aid, orange, liquid, drink, mix, concentrate, resealable, convenient, package, fl, oz, bottle, kool, aid, orange, liquid, drink, mix, kool, aid, orange, liquid, drink, mix, delicious, way, stay, hydrated, sugar, free, liquid, drink, mix, makes, easy, prepare, tasty, orange, fruit, drink, bursting, refreshingly, sweet, citrus, flavor, contains, zero, sugar, zero, calories, squeeze, liquid, drink, mix, glass, water, add, bottle, water, packaged, resealable, container"
37.0,9.0,5.0,5,"seasonal, stock, essentials, personal, care, stock, stock, shave",wahl,wahl pet clipper replacement plastic guide combs set of 10 for standard,608,https://i5.walmartimages.com/asr/d4edc50d-ab08-4113-8f97-4ca61f8c4fbb_1.83e30da4e8777a2f2c63acb3d1731991.jpeg,wahls plastic attachment guide combs perfect accessory grooming pets coats types plastic technology allows combs glide coats quickly efficiently leaving smooth finish wahl pet clipper replacement plastic guide combs set 10 standard length hair style choices fits wahl size clipper blades easy attach comb set includes left right ear taper combs product dimensions x x 4 oz,"seasonal, stock, essentials, personal, care, stock, stock, shave, wahl, wahls, plastic, attachment, guide, combs, perfect, accessory, grooming, pets, coats, types, plastic, technology, allows, combs, glide, coats, quickly, efficiently, leaving, smooth, finish, wahl, pet, clipper, replacement, plastic, guide, combs, set, 10, standard, length, hair, style, choices, fits, wahl, size, clipper, blades, easy, attach, comb, set, includes, left, right, ear, taper, combs, product, dimensions, x, x, 4, oz"
9.0,7.0,2.7,6,"health, massage, spa, relaxation",dream,dream spa pedicure green tea crystal jelly gelatin foot bath,622,https://i5.walmartimages.com/asr/ea45b16c-28bf-4672-a53d-5ef8cfa9d63e_1.1647501c8124981c4c72037dc77fe634.jpeg,smashed crystal foot wash preparation contains fragrant oils sooth relive sorrel soften rough skin calluses help prevent product effectively reduce sweating odor serve moisten skin spa pedicure green tea crystal jelly gelatin foot bath,"health, massage, spa, relaxation, dream, smashed, crystal, foot, wash, preparation, contains, fragrant, oils, sooth, relive, sorrel, soften, rough, skin, calluses, help, prevent, product, effectively, reduce, sweating, odor, serve, moisten, skin, spa, pedicure, green, tea, crystal, jelly, gelatin, foot, bath"
6.0,82.0,2.3,17,"household, essentials, cleaning, supplies, cleaning, tools, mops",kudosale,flat floor mop and bucket set wet  dry self cleaning drying self wringing mop bucket system flat floor free hand wash mop for home kitchen,631,https://i5.walmartimages.com/asr/2186d9ef-3fd1-49de-8137-7a6e15bb54b0_1.a43d917ea0a650db4d8f1b10e3927e7a.jpeg,video instruction features flat mop head use advanced production technology soft lint free clean strong scratch resistant prevent odor mildew 360 degree dead angle structure design easily narrow environmental remove corner stains force parts use high strength material ensure reliability stability mop advantages free need change mop pads dirty simply insert mop rinse mop pad wash bucket remove dirt debris repeat process dry satisfied level dampness completely hands free need bend exchange pads wring dirty smelly water attached lid cleaning drying preventing splash floor dirty mop bucket designed compact help save saving time energy lightweight easy use easily able store small places like closet sink save space segmenting handle storing bucket use microfiber pads reusable wo nt harm floor specifications color khaki mateiral steel scope wood floor tile floor marble g size x x mop x 4 x bucket x x package include 1x mop 1x bucket microfiber pads,"household, essentials, cleaning, supplies, cleaning, tools, mops, kudosale, video, instruction, features, flat, mop, head, use, advanced, production, technology, soft, lint, free, clean, strong, scratch, resistant, prevent, odor, mildew, 360, degree, dead, angle, structure, design, easily, narrow, environmental, remove, corner, stains, force, parts, use, high, strength, material, ensure, reliability, stability, mop, advantages, free, need, change, mop, pads, dirty, simply, insert, mop, rinse, mop, pad, wash, bucket, remove, dirt, debris, repeat, process, dry, satisfied, level, dampness, completely, hands, free, need, bend, exchange, pads, wring, dirty, smelly, water, attached, lid, cleaning, drying, preventing, splash, floor, dirty, mop, bucket, designed, compact, help, save, saving, time, energy, lightweight, easy, use, easily, able, store, small, places, like, closet, sink, save, space, segmenting, handle, storing, bucket, use, microfiber, pads, reusable, wo, nt, harm, floor, specifications, color, khaki, mateiral, steel, scope, wood, floor, tile, floor, marble, g, size, x, x, mop, x, 4, x, bucket, x, x, package, include, 1x, mop, 1x, bucket, microfiber, pads"
8.0,58.0,4.6,5,"premium, beauty, premium, facial, skincare, premium, face, cleansers",clarins,clarins onestep gentle exfoliating cleanser with orange extract face wash for all skin types 43 oz,639,https://i5.walmartimages.com/asr/536ec024-d329-488f-93d5-2488f4c6c62a_1.5a53d7f59353ef915089dec01bc8eee5.jpeg,,"premium, beauty, premium, facial, skincare, premium, face, cleansers, clarins,"
11.0,2.0,4.0,7,"personal, care, incontinence, incontinence",wearever,3pack wearever womens nylon and lace incontinence panties washable reusable bladder control briefs  pack of 3,655,https://i5.walmartimages.com/asr/ba8d1633-fa6f-49d0-b8ee-a64d0c1fbaba_1.1e0689085efe41806c275217d6b6cee9.jpeg,womens light absorbency panties lace panel pack panties panty holds 5 ounces liquid 100 nylon body 78 nylon 22 spandex lace 80 rayon 20 polyester pad 50 cotton 50 polyester womens nylon lace incontinence panties offer enhanced style fashion comfort reliability come know products wearevers incontinence supply products economical decision 200 250 washes sewn absorbent unique dri pad traps liquid built protection lasting day making reliable choice womens nylon lace incontinence panties require disposable inserts pads specifically designed women experiencing light moderate incontinence specific panty soft silky nylon panty providing generous rear coverage agion antimicrobial fibers reduce embarrassing odor causing bacteria,"personal, care, incontinence, incontinence, wearever, womens, light, absorbency, panties, lace, panel, pack, panties, panty, holds, 5, ounces, liquid, 100, nylon, body, 78, nylon, 22, spandex, lace, 80, rayon, 20, polyester, pad, 50, cotton, 50, polyester, womens, nylon, lace, incontinence, panties, offer, enhanced, style, fashion, comfort, reliability, come, know, products, wearevers, incontinence, supply, products, economical, decision, 200, 250, washes, sewn, absorbent, unique, dri, pad, traps, liquid, built, protection, lasting, day, making, reliable, choice, womens, nylon, lace, incontinence, panties, require, disposable, inserts, pads, specifically, designed, women, experiencing, light, moderate, incontinence, specific, panty, soft, silky, nylon, panty, providing, generous, rear, coverage, agion, antimicrobial, fibers, reduce, embarrassing, odor, causing, bacteria"
8.0,2.0,5.0,1,"premium, beauty, premium, hair, care, premium, styling, products, hair, styling, products",kms california,kms hair play liquid wax  size  33 oz,656,https://i5.walmartimages.com/asr/060fb48f-341a-439e-b250-c0c091f30769_1.31a671c3a5971db36b86bd43c2807618.jpeg,,"premium, beauty, premium, hair, care, premium, styling, products, hair, styling, products, kms, california,"
6.0,1.0,4.3,592,"beauty, makeup, face, makeup, setting, powder, pressed, powder",paris,loreal paris true match superblendable oil free makeup powder nut brown 033 oz,664,https://i5.walmartimages.com/asr/a8ee119c-ad93-4b58-b66a-f66ce4bd53d9.dd823a27909971e2afce04cc257172c6.jpeg,true match powder precisely matches skins tone texture coordinates perfectly true match makeup blush concealer micro fine face powder provides versatile coverage blot shine blend natural finish build coverage true match face powders formula contains hint pearl pigments enhance skins tone wear true match powder true match makeup flawless look packaging vary receive reflected site true shades find match mattify skin chalky cakey natural finish undetectable coverage blot oil control shine,"beauty, makeup, face, makeup, setting, powder, pressed, powder, paris, true, match, powder, precisely, matches, skins, tone, texture, coordinates, perfectly, true, match, makeup, blush, concealer, micro, fine, face, powder, provides, versatile, coverage, blot, shine, blend, natural, finish, build, coverage, true, match, face, powders, formula, contains, hint, pearl, pigments, enhance, skins, tone, wear, true, match, powder, true, match, makeup, flawless, look, packaging, vary, receive, reflected, site, true, shades, find, match, mattify, skin, chalky, cakey, natural, finish, undetectable, coverage, blot, oil, control, shine"
5.0,9.0,4.8,9,"health, aromatherapy, essential, oils, essential, oils",greenhealth,citronella essential oil  16 fl oz 5 ml glass bottle w euro dropper  100 pure essential oil by greenhealth,665,https://i5.walmartimages.com/asr/b3d479f9-64cf-4422-aad6-fc58f2d32956_1.3f4b7bef22c09be9094875077332d074.jpeg,citronella oil extracted resilient grass cymbopogon nardus native sri lanka java aromatic perennial grows approximately 1 meter 3 feet height disclaimer note international federation aromatherapists recommend essential oils carrier oils hydrosols taken internally supervision medical doctor qualified clinical aromatherapy citronella essential oil greenhealth botanical cymbopogon nardus aromatic scent citrusy slightly fruity fresh sweet,"health, aromatherapy, essential, oils, essential, oils, greenhealth, citronella, oil, extracted, resilient, grass, cymbopogon, nardus, native, sri, lanka, java, aromatic, perennial, grows, approximately, 1, meter, 3, feet, height, disclaimer, note, international, federation, aromatherapists, recommend, essential, oils, carrier, oils, hydrosols, taken, internally, supervision, medical, doctor, qualified, clinical, aromatherapy, citronella, essential, oil, greenhealth, botanical, cymbopogon, nardus, aromatic, scent, citrusy, slightly, fruity, fresh, sweet"
33.0,1.0,3.4,8,"health, superfoods, cleanses, superfoods, natural, alternatives",nature answer,natures answer whole beets 634 oz 180 g,670,https://i5.walmartimages.com/asr/1aef184b-1ac1-4bd6-8c11-11d560bdcb06_1.735bfa3deffb2cda5af42f17121d193c.jpeg,1972 supports healthy circulation delicious cherry flavor natural flavors probiotic fermentation increases nitric oxide precursors 200 discover organic fermented beets trust difference dietary supplement non gmo usda organic vegan gluten free certified organic qai usda organic beets organic food powder concentrate 2x probiotic fermentation process yields 200 nitrate content regular beet powder naturally occurring nitrates converted nitric oxide body supports circulatory health endurance helps maintain healthy blood pressure levels 1972 supports healthy circulation delicious cherry flavor natural flavors probiotic fermentation increases nitric oxide precursors 200 discover organic fermented beets trust difference,"health, superfoods, cleanses, superfoods, natural, alternatives, nature, answer, 1972, supports, healthy, circulation, delicious, cherry, flavor, natural, flavors, probiotic, fermentation, increases, nitric, oxide, precursors, 200, discover, organic, fermented, beets, trust, difference, dietary, supplement, non, gmo, usda, organic, vegan, gluten, free, certified, organic, qai, usda, organic, beets, organic, food, powder, concentrate, 2x, probiotic, fermentation, process, yields, 200, nitrate, content, regular, beet, powder, naturally, occurring, nitrates, converted, nitric, oxide, body, supports, circulatory, health, endurance, helps, maintain, healthy, blood, pressure, levels, 1972, supports, healthy, circulation, delicious, cherry, flavor, natural, flavors, probiotic, fermentation, increases, nitric, oxide, precursors, 200, discover, organic, fermented, beets, trust, difference"
